fold_id,portfolio_id,cost_scenario,order_count,trade_count,fill_rate,turnover_daily_mean,turnover_annualized,cost_drag_annualized
all_oos,monthly_rebalance_topk_50,base,590,585,0.999587118084228,0.009673229999732974,2.4376539599327094,0.004259955586480646
all_oos,monthly_rebalance_topk_50,high,590,585,0.999587118084228,0.00967460068124727,2.4379993716743122,0.006081831115200629
all_oos,monthly_rebalance_topk_50,low,590,585,0.999587118084228,0.009671763752261961,2.437284465570014,0.002308216839550715
all_oos,topk_100_dropout_10,base,24078,23954,0.9947716111086966,0.197987470064625,49.8928424562855,0.08725520735539022
all_oos,topk_100_dropout_10,high,24078,23954,0.9947716111086966,0.19809346817718002,49.91955398064936,0.12471724903828665
all_oos,topk_100_dropout_10,low,24078,23954,0.9947716111086966,0.19786658152575778,49.86237854449096,0.04731529972751431
all_oos,topk_100_full_rebalance,base,76338,76112,0.9969974907452377,0.6278594460739848,158.22058041064417,0.2767688802570495
all_oos,topk_100_full_rebalance,high,76340,76106,0.9968815242484579,0.627650061221301,158.16781542776783,0.39532129517458814
all_oos,topk_100_full_rebalance,low,76339,76116,0.9970493917256219,0.6280056384227949,158.25742088254432,0.15025832137927062
all_oos,topk_20_dropout_2,base,4816,4779,0.9911230388109001,0.1972062017293174,49.69596283578799,0.08690041676652074
all_oos,topk_20_dropout_2,high,4816,4779,0.9911230388109001,0.1972597047153907,49.709445588278456,0.12417937422046132
all_oos,topk_20_dropout_2,low,4816,4779,0.9911230388109001,0.19713290378733447,49.67749175440829,0.0471360075108135
all_oos,topk_50_dropout_5,base,12027,11932,0.991696485916139,0.19717730943797815,49.6886819783705,0.08689861122674522
all_oos,topk_50_dropout_5,high,12027,11932,0.991696485916139,0.19726789831564806,49.71151037554331,0.12419884048951756
all_oos,topk_50_dropout_5,low,12027,11932,0.991696485916139,0.197077307220125,49.6634814194715,0.04712725423740978
all_oos,topk_50_dropout_5_daily,base,12027,11932,0.991696485916139,0.19717730943797815,49.6886819783705,0.08689861122674522
all_oos,topk_50_dropout_5_daily,high,12027,11932,0.991696485916139,0.19726789831564806,49.71151037554331,0.12419884048951756
all_oos,topk_50_dropout_5_daily,low,12027,11932,0.991696485916139,0.197077307220125,49.6634814194715,0.04712725423740978
all_oos,topk_50_dropout_5_daily_label_10d,base,12011,11923,0.9922355261950637,0.19681389258237617,49.59710093075879,0.08672866615168638
all_oos,topk_50_dropout_5_daily_label_10d,high,12011,11923,0.9922355261950637,0.19685623526700868,49.60777128728619,0.1239252651322226
all_oos,topk_50_dropout_5_daily_label_10d,low,12011,11923,0.9922355261950637,0.1967610881386585,49.583794210941946,0.047045963293563024
all_oos,topk_50_dropout_5_daily_label_5d,base,12023,11938,0.9924671988255803,0.19729559811979042,49.718490726187184,0.08695443781128091
all_oos,topk_50_dropout_5_daily_label_5d,high,12023,11938,0.9924671988255803,0.19736496012148508,49.73596995061424,0.12426451466415922
all_oos,topk_50_dropout_5_daily_label_5d,low,12023,11938,0.9924671988255803,0.19720066820806212,49.694568388431655,0.047158444138669556
all_oos,topk_50_full_rebalance,base,57078,56968,0.9982127894597993,0.9411714198716173,237.17519780764758,0.41495953663136137
all_oos,topk_50_full_rebalance,high,57078,56968,0.9982127894597993,0.9410626106235916,237.1477778771451,0.5928493802282155
all_oos,topk_50_full_rebalance,low,57078,56968,0.9982127894597993,0.9410421839532065,237.14263035620803,0.2252106991765281
all_oos,weekly_rebalance_topk_50,base,2545,2519,0.9978438388843013,0.04167449644605185,10.501973104405065,0.01835459783379633
all_oos,weekly_rebalance_topk_50,high,2545,2519,0.9978438388843013,0.04168673456394031,10.505057110112958,0.026219083640170667
all_oos,weekly_rebalance_topk_50,low,2545,2519,0.9978438388843013,0.04166145039940626,10.498685500650378,0.009951167412966228
