canonical_unit_id,horizon,split,matched_comparator_status,event_count
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,robustness,comparable,57
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,train,comparable,124
r03_downside_volatility_shock_rebound_natural_exit_v0,H10,validation,comparable,65
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,robustness,comparable,56
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,train,comparable,121
r03_downside_volatility_shock_rebound_natural_exit_v0,H20,validation,comparable,61
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,robustness,comparable,57
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,train,comparable,123
r03_downside_volatility_shock_rebound_natural_exit_v0,H5,validation,comparable,67
